id,title,date_published,n_tags,primary_subject,n_description_chars,title_len
js9kc_v4,Virtue Tradeoffs in Everyday life,2026-05-08 08:53:15.298361+00:00,5,Social Cognition,1629,33
yd92v_v2,"American liberals and conservatives have different cognitive styles, but (mostly) respond the same to party cues",2026-05-08 08:50:09.882362+00:00,4,Social and Personality Psychology,1695,112
t9dcn_v1,"Stimulus-category confounds reduce, but do not explain, different roles of intent across moral domains: Valid statistical inference helps explain ‘inconsistent’ findings",2026-05-08 08:44:45.859314+00:00,7,Meta-science,1957,169
x3jqa_v3,Techno-Optimism Reduces Willingness to Address Climate Change,2026-05-08 08:42:59.503458+00:00,4,Social and Behavioral Sciences,964,61
zub35_v1,"Complex Post-Traumatic Stress Disorder in Refugees, Asylum Seekers, and Internally Displaced People: A Systematic Review and Meta-Analysis",2026-05-08 08:40:32.693084+00:00,5,Mental Disorders,1941,138
rkd8f_v1,"Learning to Expect Less: An Ecological Momentary Assessment Study of Prediction Errors, Reward Anticipation, and Negative Symptoms in Daily Lives of People with Schizophrenia",2026-05-08 08:39:25.806402+00:00,6,Psychiatry,1819,174
wrh3g_v1,"When do people rely on LLMs as they should? Measuring trust and trustworthiness on a single scale"" shorttitle: ""LLM Trust and Trustworthiness",2026-05-08 08:38:56.270888+00:00,5,Computational Modeling,1625,141
qg5vm_v1,Popular nonfiction can durably shift politically relevant attitudes—and AI summaries are just as persuasive,2026-05-08 08:37:36.449966+00:00,5,Politics,1589,107
uxbh4_v1,AUSTRALIAN ADOLESCENT SOCIAL MEDIA USE AND MENTAL HEALTH BEFORE AND AFTER THE SOCIAL MEDIA MINIUM AGE LEGISLATION:  A STUDY PROTOCOL,2026-05-08 08:36:05.129806+00:00,7,Psychiatry,2972,132
3v6yj_v1,Differential associations of rhythm and pitch perception with cognitive function in older adults,2026-05-08 08:34:01.036908+00:00,0,Music,1359,96
5yns3_v1,Asymmetric Human Compensation: Why High-Recall AI Outperforms Theoretically Optimal Profiles in Collaborative Quality Inspection,2026-05-08 06:17:36.085839+00:00,3,Industrial and Organizational Psychology,1088,128
gtnqf_v1,Visualizations For Interpreting Latent Constructs,2026-05-08 00:09:45.315610+00:00,3,Quantitative Methods,997,49
9f7pn_v2,Typical use of prior object knowledge in perceptual decisions in autism,2026-05-08 00:08:48.233940+00:00,0,Psychiatry,1421,71
b29dm_v1,Explaining Order Effects in Counterfactual Reasoning,2026-05-08 00:08:17.276054+00:00,5,Reasoning,941,52
42tud_v5,Data Collection in Multimodal Language and Communication Research: A Flexible Decision Framework,2026-05-08 00:06:05.060526+00:00,10,Meta-science,1757,96
7nzh5_v1,A population-level divide in human sensitivity to musical harmony,2026-05-08 00:03:23.500183+00:00,5,Music,1279,65
ga9c6_v2,What have we learned about learned categorical perception? A meta-analysis of 30 years of research,2026-05-08 00:01:25.942812+00:00,5,Perception,1745,98
gp3d4_v1,Reciprocal Associations Between Cannabis Use and Exercise and Sleep During Early Adolescence,2026-05-08 00:00:30.609603+00:00,5,Adolescence,1930,92
e5tk4_v1,Public perception of AI risks mirrors nuclear fears,2026-05-07 17:22:11.334184+00:00,0,Social and Behavioral Sciences,1359,51
8u3bk_v3,Philosophical Significance of Artificial Intuitions,2026-05-07 17:06:46.518279+00:00,0,Theory and Philosophy of Science,1754,51
8qp7d_v1,Self-Harm in Eating Disorders: Identifying Contextual Patterns using an Ecological Momentary Assessment Study,2026-05-07 17:03:15.023940+00:00,4,Feeding and Eating Disorders,1439,109
gh7w9_v1,Fitting two-level structural equation models to summary statistics:  Leveling up meta-analytic structural equation modeling,2026-05-07 16:53:00.205287+00:00,0,Quantitative Methods,1335,123
cfw8k_v5,Valuing Others Over Oneself: Development and Validation of a People Pleasing Scale in two German Samples,2026-05-07 16:51:18.880027+00:00,5,Individual Differences,1387,104
6ypwr_v5,Depressive Symptom Trajectories Around the Retirement Transition Across Countries and Historical Periods,2026-05-07 15:55:39.710996+00:00,4,Social and Personality Psychology,967,104
ax8df_v4,Identity in the Spotlight: Matching Faces Without Overlapping Features,2026-05-07 15:51:23.894201+00:00,0,Perception,1468,70
zmhpj_v1,Acceptability of a Virtual Reality Exposure Therapy Platform for Obsessive Compulsive Disorder: A Pilot Study,2026-05-07 09:29:04.569167+00:00,0,Intervention Research,1756,109
y2p8a_v1,Since the last beep or in the last 30 minutes: The effect of items’ retrospective time frame on their functioning and usability in an experience sampling study,2026-05-07 09:28:27.861659+00:00,4,Experimental Design and Sample Surveys,1096,159
uvmyb_v1,"Mothers’ Smartphone Use, Phone-Related Distress and Empowerment, and Maternal and Infant Mood and Behavior: An Ecological Momentary Assessment Approach",2026-05-07 09:24:33.961980+00:00,8,Social Development,1745,151
kyts9_v2,The Temporal Discounting of Moral Judgments,2026-05-07 09:23:08.700477+00:00,0,Social and Personality Psychology,958,43
8yr92_v3,Distributed Atrophy 2.0: Cognitive Offloading and the Reshaping of Thought,2026-05-07 09:22:34.183199+00:00,0,Innovation and Technology,738,74
db4qt_v2,"Group Identity, Moral Expansiveness, and Generosity Across 69 Countries",2026-05-07 08:55:19.968351+00:00,5,Individual Differences,1149,71
fcmx4_v4,Actively seeking variability: effects of active learning and talker variability on novel word learning in adults,2026-05-07 08:54:54.165472+00:00,0,Cognitive Psychology,993,112
qbxw4_v2,The Relationship Between Short-Form Video Use and Sustained Attention,2026-05-07 08:54:20.213728+00:00,5,Social and Behavioral Sciences,665,69
n3fbv_v1,Building world models by learning to distinguish imagination from reality: why childhood imagination feels so real,2026-05-07 08:53:48.068209+00:00,0,Computational Neuroscience,1302,114
6qf9p_v1,Changing moral beliefs and behaviors using human-AI dialogues,2026-05-07 08:53:21.263206+00:00,5,Prosocial Behavior,1531,61
qfjsu_v2,The Blind Spot in Research on Nature’s Benefits: Restorative versus Instorative Effects and Potential Biases.,2026-05-06 22:43:21.077735+00:00,5,Environmental Psychology,2001,109
u2r5b_v1,Human sources of social bias in automated face classification,2026-05-06 22:38:12.977973+00:00,0,Individual Differences,1057,61
82p6f_v1,When giving more makes you look worse: paradoxical inferences in a Bayesian model of social evaluation,2026-05-06 22:37:29.017413+00:00,4,Reasoning,1233,102
pqk3d_v2,Speech Cues Influence the Interpretation of Metaphoric Gestures,2026-05-06 22:36:27.767301+00:00,0,Psycholinguistics and Neurolinguistics,1079,63
t4w5d_v4,What music do people use for mood regulation?,2026-05-06 22:36:03.026410+00:00,7,Affect and Emotion Regulation,1334,45
5mqwk_v1,Scoring Two-Part Multiple-Choice Items: An IRT Model Comparison with Implications for Validity Arguments and Process Inference,2026-05-06 22:35:30.122683+00:00,9,Quantitative Methods,1947,126
uf9ry_v2,Evidence for the absence of attentional biases towards stigma- and disease-related information in Atopic Dermatitis (preprint),2026-05-06 22:33:57.499084+00:00,1,Attention,1010,126
8pvfu_v1,Cancer patients’ experiences of psychological function in multimodal prehabilitation: A systematic review and meta-ethnography,2026-05-06 22:33:13.833238+00:00,10,Clinical Psychology,2371,126
pghzn_v2,The Art of Making Problems Simple: A Theory of Intelligence,2026-05-06 22:31:28.709425+00:00,1,Computational Neuroscience,1230,59
kwzae_v2,Prediction Errors Improve Declarative Learning but Not the Salience of Individual Words,2026-05-06 22:30:24.676889+00:00,0,Cognitive Psychology,1301,87
a5cjf_v1,When and how music promotes fantasies: a survey on Maladaptive Daydreaming,2026-05-06 22:29:06.624515+00:00,4,Music,1168,74
fevds_v1,Cross-Modal Transfer of Statistical Learning: Evidence from auditory and visual sequence learning,2026-05-06 22:28:36.419839+00:00,3,Cognitive Neuroscience,1395,97
n4fjr_v1,Neural Sensitivity without Behavioural Evidence: Frequency-Based Statistical Learning in Fast Periodic Visual Stimulation,2026-05-06 22:28:11.065536+00:00,4,Cognitive Neuroscience,1348,121
s25rn_v1,Perceptions of Teacher- Versus AI-Generated Feedback: Experimental Findings on the (Implicit) Bias of Teachers Against AI,2026-05-06 22:25:28.426099+00:00,0,Educational Psychology,1794,121
he93b_v1,Dynamics in subjective socioeconomic status matter over and above levels of socioeconomic status for self-regulation: Evidence across two longitudinal studies,2026-05-06 22:24:04.505058+00:00,5,Social and Personality Psychology,1080,158
xj5e2_v3,Age-related changes in how previous learning experiences impact subsequent visual statistical learning and relate to executive functions - a longitudinal study.,2026-05-06 22:21:51.420071+00:00,6,Learning Process,1424,160
8bnz9_v1,What Is There to Gain? A Systematic Review on Psychosocial Co-Benefits of Climate Policies,2026-05-06 22:21:02.220968+00:00,5,Clinical Psychology,1292,90
wzj7g_v2,Cross-structure variation in first and second language syntactic priming as evidence to distinguish models of priming.,2026-05-06 22:20:11.460342+00:00,3,Psycholinguistics and Neurolinguistics,1762,118
47wsj_v1,FRIENDS - Friendship-based Regulation of Individual Emotions in Networks in Daily Situations - An EMA Study on Emotion Regulation Specialization and Social Outcomes in Adult Friendships,2026-05-06 22:17:34.155332+00:00,0,Affect and Emotion Regulation,1654,185
tdesm_v2,Historical differences in intrinsic work motivation in midlife in Germany,2026-05-06 22:17:01.896921+00:00,0,Social and Behavioral Sciences,1169,73
tak62_v1,Data-driven profiles of psychopathology following moderate-severe traumatic brain injury,2026-05-06 22:16:32.413156+00:00,0,Psychiatry,2481,88
9ucsv_v1,Factors Associated with Mental Health Care Utilization Among Individuals with Predominately Compensable Moderate-Severe Traumatic Brain Injury,2026-05-06 22:16:08.294139+00:00,0,Psychiatry,2345,142
qx9e3_v3,Human judgments and machine learning reveal the perceptual diversity and contextual malleability of real-life emotional vocalizations,2026-05-06 22:15:20.302708+00:00,0,Emotion,1200,133
2svad_v1,Limits of the illusory truth effect for social-political opinions: Evidence from two experiments and a mini meta-analysis,2026-05-06 22:14:49.709802+00:00,0,Cognitive Psychology,1844,121
qw2pm_v1,Cryptic Re-perception: A Cognitive Framework for Creative-Critical Thinking,2026-05-06 22:14:23.730158+00:00,8,Creativity,2266,75
xjhya_v1,Conceptual diversity of linguistic structure: a mixed-methods corpus study,2026-05-06 22:09:03.867972+00:00,5,Meta-science,810,74
6cyn4_v3,Increasing the effectiveness of charitable giving with AI-generated persuasion,2026-05-06 20:59:33.631702+00:00,5,Prosocial Behavior,1116,78
7fzn5_v1,Validating an abridged version of Planets and Pirates  conditioned punishment task,2026-05-06 20:59:08.957561+00:00,0,Cognitive Psychology,1575,82
uc5gb_v1,Potential and Limitations of ComBat for the Harmonization of Multi-Site Neuroimaging Studies,2026-05-06 20:58:32.487965+00:00,0,Neuroscience,2339,92
e8d6w_v1,Priming Cognitive Flexibility in Reappraisal,2026-05-06 20:57:43.063613+00:00,5,Social and Personality Psychology,1891,44
5hqse_v2,Child-produced speech preferences in 9-14-month-old infants with and without older siblings [working paper],2026-05-06 20:53:37.418282+00:00,0,Developmental Psychology,1049,107
j83bg_v1,Helping to Feel Better or Do Better? Implications of Interpersonal Emotion Regulation for Emotional Well-Being and Successful Goal Pursuit,2026-05-06 20:18:30.112740+00:00,0,Affect and Emotion Regulation,1482,138
9e4wt_v1,Identifying individual difference correlations when the data are noisy: A case study of proactive and reactive control,2026-05-05 20:32:00.642091+00:00,1,Psychometrics,1649,118
5xyze_v4,Collective problem decomposition improves the wisdom of deliberative crowds,2026-05-05 20:29:09.475611+00:00,5,Social and Behavioral Sciences,1354,75
vg5ju_v2,Youth First Supports Adolescent Wellbeing: A Longitudinal Cluster Randomized Controlled Trial of a Teacher-Delivered School-Based Program in India,2026-05-05 20:28:25.897169+00:00,0,Emotion,1948,146
jm3bx_v1,Effectiveness of a School-based Workshop Promoting Mental Health on Adolescents Mental Health Literacy and Emotional Self-Efficacy,2026-05-05 20:26:56.603027+00:00,1,Clinical Psychology,2258,130
r9b3y_v1,Comparing Compensatory and Noncompensatory MIRT Models Using Large-Scale Item Response Data,2026-05-05 17:04:36.358202+00:00,3,Psychometrics,1864,91
e3mx7_v4,Movement-related differences in infants with high and low likelihood of autism: A longitudinal study using automated kinematic tracking,2026-05-05 17:03:26.804056+00:00,0,Infancy,1398,135
fu6de_v1,Dissociable contributions of working memory capacity and lapses of attention to cognitive deficits in schizophrenia,2026-05-05 17:02:42.492210+00:00,4,Psychotic Disorders,1735,115
ruk84_v1,Self-Control as a Mediator Between Personality Traits and Subjective Well-Being: Evidence from Three Panel Studies,2026-05-05 14:59:12.168786+00:00,3,Social and Behavioral Sciences,1190,114
zq4ka_v2,Social media reveals population dynamics of dysphoric dreaming,2026-05-05 14:58:45.735332+00:00,6,Clinical Psychology,1030,62
9bt4u_v1,Mapping Extreme Deviations in Cognition to Transdiagnostic Compulsivity: A Normative Modelling Approach,2026-05-05 14:58:20.325853+00:00,0,Psychiatry,1248,103
7kqy3_v1,From Features to Objects: Developmental Differences in Reinforcement Learning Strategies,2026-05-05 14:57:22.919464+00:00,4,Cognitive Development,1538,88
5p8yt_v1,Collapsing Waste Fractions Without Reducing Sorting Accuracy,2026-05-05 14:57:09.078193+00:00,7,Embodied Cognition,1092,60
j8tkv_v2,Comparing physical literacy scores by sex and movement behaviour distributions across physical literacy profiles among elementary school students: an exploratory study,2026-05-05 14:56:49.078801+00:00,0,Middle & Late Childhood,1799,167
5svuy_v2,Enhancing Test-Taker Experience in Computerised Adaptive Testing: A Comparison of Constraint Methods for Regulating Item Difficulty Jumps,2026-05-05 14:56:30.220586+00:00,0,Psychometrics,1684,137
cqyj7_v1,Considering psychological mechanisms can change the interpretation of Bayesian models,2026-05-05 14:56:09.287456+00:00,1,Computational Modeling,1049,85
yfn58_v1,A One-Stage Approach for Estimating a Meta-Analytic Continuous-Time Random-Intercept Cross-Lagged Panel Model,2026-05-05 14:04:04.174501+00:00,5,Meta-science,1215,109
395fw_v2,Adolescent hormonal contraceptive use in the context of brain development and depression risk: A review and considerations for future research,2026-05-05 14:01:21.576749+00:00,0,Psychiatry,1540,142
5c93a_v1,"From Courtrooms to Ballots: A Social Ecological Analysis of Anti-Trans Judicial Outcomes on Legislation, Elections, and Trans Geographic Demography",2026-05-05 13:59:13.986486+00:00,3,Developmental Psychology,1367,147
sfj8n_v1,A qualitative systematic literature review of the lived experiences of people with depersonalisation-derealisation disorder,2026-05-05 11:24:51.390088+00:00,6,Dissociative Disorders,2246,123
xj5e2_v2,Age-related changes in how previous learning experiences impact subsequent visual statistical learning and relate to executive functions - a longitudinal study.,2026-05-05 11:17:53.934800+00:00,6,Learning Process,1424,160
u6hbs_v3,Urban versus Rural Living and Health Outcomes: A Global Synthesis of Evidence Across Multiple Domains,2026-05-05 08:54:00.765495+00:00,21,Psychiatry,1153,101
v7gr3_v2,Beyond Snapshots: A Systematic Review of Dyadic and Triadic Parent-Adolescent Ecological Momentary Assessment Studies Across Diverse and General Populations,2026-05-05 08:51:58.356983+00:00,0,Clinical Psychology,2276,156
apsgz_v1,The skewed distribution of educational technology research - a sign of academic hegemony? An analysis of localization in scientific publications,2026-05-05 08:51:30.180674+00:00,0,Meta-science,1071,144
74qj3_v2,On cross-modal commutativity in magnitude production for loudness and brightness,2026-05-05 08:50:04.186284+00:00,2,Perception,1305,80
tekq2_v2,Revisiting Cross-Modal Matching in the Light of Luce’s Global Psychophysical Theory,2026-05-05 08:49:26.804274+00:00,1,Mathematical Psychology,1002,83
pem3t_v2,Adaptive Cognitive Control in Prospective Memory,2026-05-05 08:48:50.435559+00:00,0,Social and Behavioral Sciences,1613,48
9hrt8_v2,From Foundations to Frontiers: Building on Classic Discourse Tasks to Advance the Science,2026-05-05 08:48:23.349113+00:00,7,Clinical Neuroscience,1422,89
hq9t7_v1,"Quests, Challenges, and Clinical Change: A Review and Clinical Recommendations for the Use of Therapeutically Applied Role Playing Games for people with Psychosis.",2026-05-05 08:46:20.320995+00:00,0,Psychiatry,1021,163
nhgq9_v1,Toward a Formalization of Human Intuitive Theories of Bodily Pain,2026-05-05 08:23:39.703700+00:00,8,Computational Modeling,1059,65
456j2_v1,Switching to an Allocentric Spatial Reference Frame Incurs Distinct Cognitive Processing Costs,2026-05-05 08:21:00.168690+00:00,5,Cognitive Neuroscience,1736,94
53rsc_v1,Psychometric Evaluation of Online Sexual Abuse Indicators in the UNICEF Disrupting Harm Project,2026-05-05 08:20:14.086529+00:00,0,Psychometrics,2958,95
mt4f8_v2,A Proof-of-Concept Trial of a Culturally Adapted Virtual Reality-Cognitive Behavioural Therapy with Inuit in Montreal,2026-05-05 08:19:31.926050+00:00,0,Psychiatry,2246,117
r8pxz_v1,"Social cognition, imitation, and sensory processing difficulties in extremely preterm-born children at six years of age",2026-05-05 08:19:03.520949+00:00,5,Neuroscience,750,119
g5sqz_v1,Content Validation Using Natural Language Processing: A Comparative Examination of Models for Multi-Item and Single-Item Measures,2026-05-05 08:18:27.715826+00:00,7,Industrial and Organizational Psychology,1761,129
qdwv8_v1,The psychology of cringe,2026-05-04 19:47:26.913474+00:00,11,Affect and Emotion Regulation,1806,24
sgeyu_v2,The Strength of Target Representations Drives Mnemonic Discrimination at Extended Delays,2026-05-04 19:46:47.784860+00:00,3,Memory,1961,88
5u2nk_v2,Preregistration records do not reliably reflect the true state of psychology meta-analyses,2026-05-04 19:46:13.511894+00:00,5,Meta-science,1496,90
gu5nm_v2,What’s on Their For You Page? A Large-Scale Computational Approach to Analyzing Adolescents’ TikTok Archives Through Hashtag Topic Modeling,2026-05-04 19:45:44.175219+00:00,6,Computational Modeling,1420,139
w8dsf_v1,Patterns of registered and self-reported sleep problems in young adults with different histories of childhood adversity,2026-05-04 19:39:26.567166+00:00,7,Psychiatry,2251,119
gcb4r_v1,“It Feels Like We are an Outsider”: Understanding Barriers and Creating Opportunities for Fathers’ Engagement in Parenting Programs,2026-05-04 19:33:26.422697+00:00,0,"Couples, Marriage, and Family",1879,131
t8efn_v1,How and when to implement self-efficacy interventions to maximize the benefits of virtual reality exposure therapy for fear of heights,2026-05-04 19:32:50.323461+00:00,7,Clinical Psychology,1844,134
xca5j_v2,Psychometric Validation of a Deep Learning-based Foreground Speech Detection Algorithm for Everyday Conversation Detection,2026-05-04 19:28:32.835066+00:00,0,Social Well-being,1738,122
q64ex_v2,"Mapping social knowledge structures: A large-scale, data-driven approach to uncovering clinically relevant person profiles that shape social learning",2026-05-04 19:18:26.386124+00:00,0,Social and Behavioral Sciences,2375,149
9jtdn_v1,Preferences for speech governance are polarized across 40 countries,2026-05-04 15:52:42.357155+00:00,0,Individual Differences,1328,67
3xu6s_v1,Learning about ‘Inflation’: Mapping Caregivers’ Mentalizing and Pedagogical Strategies that Support 8-9-year-old Children’s Learning of Abstract Concepts,2026-05-04 15:49:33.231344+00:00,8,Middle & Late Childhood,1361,153
3y5sm_v1,Identifying and repairing mismatches between metadata and actual participant identifiers in CHILDES,2026-05-04 15:47:44.837460+00:00,0,First and Second Language Acquisition,342,99
w5dm8_v2,Development and Validation of the TechTra Scales: A Tool to Assess Perceptions of and Needs for Technology Transparency in UX Research,2026-05-04 15:09:05.822852+00:00,4,Engineering Psychology,1133,134
sgdau_v1,A Systematic Review of MDMA’s Effects on Social Functioning in Placebo-Controlled Trials,2026-05-04 14:30:03.253960+00:00,8,Psychiatry,1966,88
fcg7s_v2,"""AI Psychosis” as folie à 1.1:AI-induced delusion and trust in Large Language Models",2026-05-04 14:27:53.423443+00:00,0,Psychiatry,1188,84
a3y7q_v1,Why Some Words Stick and Others Fade: A Neurocognitive Perspective on Vocabulary Learning,2026-05-04 14:23:13.554008+00:00,0,Cognitive Neuroscience,1483,89
2cr56_v1,How to Measure Machiavellianism? A Psychometric Evaluation of Six Scales,2026-05-04 14:22:43.119188+00:00,8,Social and Personality Psychology,1837,72
bz3f9_v3,Trade-off between performance and human-like perception in face recognition models,2026-05-04 14:21:23.631209+00:00,5,Engineering Psychology,1096,82
u5tf2_v1,Modeling Working Memory Capacity in Sentence Processing with Lossy-Context Surprisal,2026-05-04 14:18:03.414085+00:00,0,Psycholinguistics and Neurolinguistics,2096,84
pw8cs_v1,Intuitive judgments of strangers are more popular but not more accurate than deliberate ones,2026-05-04 14:16:27.880059+00:00,0,Social Cognition,1047,92
wdmu7_v2,"Adaptation and Validation of the Spanish version of the Perceived Occupational Stress Scale: Evidence from Factor Structure, validity, and Nomological Network",2026-05-04 14:15:46.155510+00:00,5,Occupational Health,1416,158
t2jve_v1,Why faster thinkers are smarter thinkers: Working memory binding as the link between processing speed and cognitive ability,2026-05-04 14:15:31.912856+00:00,9,Mathematical Psychology,1738,123
b658f_v1,The use of motor imagery in geriatric rehabilitation : a case report before a cardiac surgery,2026-05-04 14:03:47.124709+00:00,0,Neuroscience,1061,93
8tm6c_v4,Rebuilding HiTOP from the ground up: Symptom-level analyses and a revised mapping to the DSM,2026-05-04 14:02:58.520298+00:00,4,Psychiatry,1743,92
