subject,condition,rt_ms
39,incongruent,505.80660450488915
46,congruent,449.62180059057096
45,incongruent,516.3569251647629
22,congruent,727.0862702876001
7,congruent,411.91754189008606
12,incongruent,463.44029314079467
15,incongruent,414.9205101617612
41,incongruent,610.4944347986886
14,incongruent,480.58608002764254
18,incongruent,478.8903422640978
42,congruent,498.68830601598614
9,incongruent,470.90572785914253
33,congruent,438.24352714036525
28,congruent,560.9960564059106
49,incongruent,424.5144063562249
24,incongruent,642.301954219442
26,congruent,420.46588275616614
42,incongruent,433.94641450906073
49,congruent,549.1473444541753
36,incongruent,562.9624845402896
35,congruent,481.0467812908598
43,congruent,566.8744253346374
49,congruent,389.3880597720348
37,incongruent,417.89029034743845
15,incongruent,553.3119976263378
32,incongruent,544.7306190572325
12,incongruent,506.4707146249306
25,congruent,613.5748581199426
22,incongruent,493.8679595300892
49,congruent,319.0980510921917
28,incongruent,707.1721612094734
47,congruent,539.8635568038912
40,incongruent,480.03879087881177
42,congruent,539.4467017662131
9,incongruent,427.31018696267915
38,congruent,606.8526247503909
13,congruent,438.38609178704115
29,incongruent,489.0143011782884
24,incongruent,465.24820680905503
13,incongruent,498.6511166565006
49,congruent,403.48031382693546
43,congruent,414.75430698595085
29,congruent,463.8159484916566
1,incongruent,467.1298745698957
9,congruent,495.6962154176043
12,congruent,461.3380233189448
48,congruent,421.18105485461376
20,incongruent,585.8767329271977
3,congruent,450.70947532658687
29,congruent,657.7689178482323
47,incongruent,489.0261004411616
28,congruent,537.7014705574594
22,congruent,406.8172107730478
9,congruent,571.7067735123242
44,congruent,469.5713444959659
6,congruent,546.1570244155579
46,congruent,471.8903773266619
11,incongruent,506.8478944614952
7,congruent,483.3850306376732
18,congruent,464.26826864582983
1,congruent,520.0679039907875
1,incongruent,606.6939424446157
10,congruent,608.6178442603349
34,incongruent,514.8891213893213
40,incongruent,498.2843900962493
13,congruent,478.17430449728045
32,congruent,544.4268660381133
18,congruent,426.50463742896403
22,congruent,509.12721581348
17,congruent,529.037306384407
44,incongruent,510.2450432966138
26,incongruent,518.9659560618675
25,incongruent,594.4044497404926
43,congruent,417.5740397084064
33,incongruent,443.700795869852
8,incongruent,537.8833672583154
10,congruent,451.7685118284817
17,incongruent,578.4596509624973
5,congruent,491.6886646489849
34,incongruent,480.17776986197674
25,congruent,356.63910715151144
3,incongruent,567.4339226621254
20,congruent,445.58905735354233
41,incongruent,393.6235554002865
45,incongruent,468.0770060612942
48,congruent,451.6397843859839
46,incongruent,347.8348197643029
30,congruent,541.6390797209604
46,congruent,566.7289173850803
47,congruent,671.1063065653007
32,incongruent,616.8359871760796
21,congruent,585.9959396766392
48,congruent,520.7027520254728
21,congruent,592.3247196784989
9,incongruent,483.4021767207857
6,incongruent,477.14993460727493
28,congruent,571.8766780933262
2,incongruent,522.4988719819232
6,congruent,468.8037490979581
12,congruent,676.2776213358347
26,incongruent,341.3785273122943
24,incongruent,493.98126606965286
26,congruent,534.3429172367881
25,incongruent,588.4183530324276
49,incongruent,557.0732516448253
11,congruent,526.0832754218736
24,congruent,553.0248978226924
31,incongruent,412.37577568027143
14,congruent,460.01579727764613
9,congruent,484.25743914709693
3,incongruent,467.55560267554637
16,incongruent,584.5440717968435
13,congruent,576.4559476665318
10,congruent,569.7997776004306
14,incongruent,541.6703881315606
35,congruent,519.2031138294168
41,congruent,561.9912631771338
26,congruent,487.22138558706536
4,congruent,487.893629888148
37,congruent,513.2078334627475
8,incongruent,488.4437179112011
3,congruent,476.83870437725886
28,incongruent,447.3481645800342
21,incongruent,420.1409226527833
16,congruent,458.2221471554262
48,congruent,475.9347986624569
5,congruent,471.18203755296105
3,incongruent,445.86442918641114
29,congruent,569.111840581699
21,congruent,509.63676231204147
40,incongruent,577.2505290303138
2,congruent,624.8690650514505
21,congruent,420.05370468850816
8,incongruent,483.7166224125397
3,incongruent,566.6805352060273
23,congruent,404.5965889944182
37,congruent,514.1817453029701
8,congruent,492.6962376183418
42,incongruent,522.7515078875716
26,incongruent,313.60866919031787
24,congruent,679.5283424364989
46,congruent,493.63550993233144
17,congruent,383.240236611604
10,incongruent,537.0119492277768
39,incongruent,473.5985128424215
6,incongruent,365.34735642865036
43,congruent,627.5575061723765
41,congruent,527.1040531790112
48,congruent,477.960347514609
23,incongruent,496.3353541466746
31,congruent,516.3733988204835
44,congruent,409.77515890628354
7,congruent,544.6146373976133
16,congruent,497.96098406137804
24,incongruent,428.8388045582825
31,congruent,692.7417399320805
34,incongruent,438.13063052223504
46,incongruent,569.4200322559475
24,congruent,562.2085623810297
9,incongruent,483.437147453263
10,congruent,536.0179327016908
40,congruent,510.8975811194724
23,congruent,426.08755646956064
31,congruent,538.3980779117717
28,congruent,451.4869233751115
40,congruent,439.14216121463005
11,incongruent,479.4752256408806
9,congruent,554.8040191056919
36,incongruent,524.9507625230964
22,incongruent,553.6489702745839
40,incongruent,704.121562005253
7,incongruent,485.33480025890094
14,incongruent,526.2862593610597
48,congruent,501.95637820449383
42,congruent,472.1476191509025
4,incongruent,490.3933627333597
41,congruent,425.7029180793657
4,congruent,483.9222051272277
6,congruent,439.30432460764985
45,incongruent,369.02781141213416
7,incongruent,489.1870714185746
15,incongruent,355.1305635123765
7,congruent,564.3912432638429
30,incongruent,472.87375352976954
3,incongruent,506.59343296027305
15,incongruent,425.94541955919914
16,incongruent,528.5716597058719
32,incongruent,433.10580739408226
25,incongruent,504.34205745419416
10,congruent,420.31041488881897
23,congruent,448.0789343370749
23,congruent,515.0777231287744
18,congruent,551.9213137535812
27,congruent,367.9012601399259
16,incongruent,511.73652605931926
17,congruent,474.1514177740059
39,incongruent,442.5159346933749
13,incongruent,605.7889769553366
17,incongruent,542.580131398023
7,congruent,533.3359612767592
35,incongruent,397.5877720952051
35,congruent,606.330943669394
34,congruent,498.96211151289543
9,congruent,424.12880251823276
23,congruent,454.2601748314778
15,congruent,624.7797467012251
38,congruent,614.1207953426303
17,incongruent,611.2905369726728
21,congruent,457.11207468281714
23,congruent,512.706996461363
38,congruent,403.93455690553344
35,incongruent,498.0049356479183
41,incongruent,401.9879249575638
21,incongruent,541.2038834142278
41,congruent,544.506482222187
43,congruent,431.7029868983973
26,congruent,487.55452519386466
34,incongruent,447.7621281035693
45,congruent,410.5060433690108
42,congruent,604.3996774775429
14,incongruent,420.4756104835016
36,incongruent,518.0642606104689
22,incongruent,589.552326784195
8,incongruent,452.9877398351871
19,congruent,466.2131758232653
48,congruent,547.6391370925817
47,incongruent,616.8366443699933
39,incongruent,415.53667243405937
49,congruent,543.4988645943425
29,congruent,519.2453849931084
38,congruent,565.4119319741476
9,congruent,475.6790091953705
15,congruent,573.410928965664
9,congruent,686.4948125618303
46,incongruent,553.4029182886632
31,congruent,421.248861604458
46,incongruent,515.1315659200377
21,incongruent,589.3580940520346
20,incongruent,453.44890322195545
34,congruent,445.6009995636118
28,incongruent,503.7480646571498
19,congruent,501.8252671734219
16,incongruent,707.4214955264151
26,incongruent,504.50193643064546
4,incongruent,457.2551462651463
10,congruent,569.0592421424748
3,congruent,385.7634216028939
8,incongruent,513.928190536772
10,congruent,456.72096228951887
4,congruent,522.6214098697491
3,incongruent,425.9463870624157
41,incongruent,559.118827962494
9,congruent,577.4355382813026
28,congruent,514.3753516910867
5,congruent,373.7070035658012
47,congruent,623.3960925025475
12,incongruent,482.02405287990626
37,incongruent,537.2004502680435
32,congruent,545.9403044917427
38,incongruent,488.1879099621661
31,congruent,502.88170600300066
25,congruent,441.66022269876004
38,congruent,407.1240782347479
40,congruent,432.7693900090285
19,incongruent,528.2800049587341
47,incongruent,597.358196259311
49,congruent,529.1536345837987
36,incongruent,636.8535602254074
46,congruent,562.0570912806638
6,congruent,533.3725618241107
27,congruent,593.0058193503473
32,congruent,491.9332653860751
46,incongruent,564.627694236779
6,congruent,508.0302875945328
40,congruent,527.2450962487558
4,congruent,532.9751070812848
18,congruent,439.26542896058413
34,incongruent,463.2682014945601
15,congruent,634.6915726871098
41,congruent,288.492253908806
46,congruent,441.1459606183848
8,congruent,630.0550602122103
13,incongruent,424.0386163223195
4,incongruent,577.8086367867613
35,incongruent,457.2894894010363
44,incongruent,606.0720361965413
30,congruent,566.8484240372402
7,congruent,562.9202583220547
9,congruent,519.4253191168546
2,incongruent,514.0599616902894
25,incongruent,411.3828603150128
36,congruent,475.28422454173835
8,incongruent,359.4230409495453
42,congruent,453.90946925984036
13,congruent,564.5343817922468
26,incongruent,559.7365281411451
33,congruent,366.4995724966875
27,congruent,498.6355180041883
24,incongruent,556.3322962648724
17,incongruent,383.0401181894101
22,incongruent,587.3552363426417
12,congruent,512.3783368153697
15,incongruent,568.1493808969312
38,congruent,491.34507214585847
44,congruent,440.21811341591547
42,incongruent,423.6622725715124
17,congruent,485.2608713601287
16,congruent,599.9540367407935
3,incongruent,638.4298533125052
14,incongruent,477.80759966664397
29,congruent,614.1267492966674
14,congruent,594.5439529824714
36,incongruent,505.76553251492936
3,congruent,551.2853291237767
21,incongruent,436.70401643921474
14,incongruent,539.8473323830184
25,incongruent,650.0778182338192
2,incongruent,459.2053768130902
21,incongruent,435.6455011269106
39,incongruent,533.0517695577335
42,congruent,562.1810348073128
13,incongruent,576.2428974964654
22,congruent,387.6079830981631
34,congruent,366.7062101318412
23,incongruent,386.29908789081094
27,congruent,534.8092417246646
17,incongruent,525.7682136910767
42,incongruent,407.8409655135434
31,congruent,447.7207333287944
48,incongruent,429.3516690629145
39,incongruent,627.0283932345204
18,incongruent,536.0147389221286
17,congruent,434.6573438800368
5,congruent,557.0680202237388
31,congruent,590.0829185799981
37,incongruent,431.1475843922292
18,congruent,399.39293959684335
2,congruent,511.7394663888998
41,congruent,397.78771498857424
11,incongruent,464.84641768882335
29,incongruent,466.1478656233398
3,incongruent,485.8718045758317
4,incongruent,524.9093108384319
45,congruent,545.7572530815509
33,congruent,590.1233492624608
1,congruent,464.3165220494334
5,congruent,436.56335594248003
25,incongruent,491.72985171729914
34,congruent,376.8924389132119
21,incongruent,584.6184408599605
43,congruent,512.893149920471
32,incongruent,516.8472310611088
31,congruent,378.8937691465129
15,congruent,405.871572893205
34,incongruent,433.05582864062114
43,congruent,637.2842736171257
3,incongruent,533.1755067060008
36,congruent,552.9241168288529
44,congruent,447.22793962874624
22,incongruent,568.260262499924
38,congruent,482.56607270974035
18,incongruent,493.11048753723094
10,incongruent,530.5892048704275
40,congruent,595.3804455637658
16,congruent,542.843447541596
38,incongruent,649.3782997069609
16,congruent,637.8556377052752
20,congruent,594.3442634768137
34,congruent,514.6628169686902
17,incongruent,615.8207667508891
40,incongruent,423.4393867007217
2,incongruent,353.4569947504999
1,incongruent,542.810127593247
5,congruent,593.2985328879629
13,incongruent,412.17637038853803
3,congruent,419.96021533986533
19,congruent,552.6680100718162
2,congruent,515.1337012664675
38,congruent,508.6583831626462
8,incongruent,539.2707549010238
48,congruent,596.131341916737
42,congruent,458.5349212220504
35,congruent,478.3935983449229
40,congruent,517.6998878484064
38,incongruent,451.248608608071
42,congruent,402.71274211330774
28,incongruent,528.0244866162337
31,incongruent,339.8776187646416
23,incongruent,473.32507144865014
31,incongruent,473.34423196897575
19,incongruent,485.7379593076371
7,incongruent,371.4606851307203
46,incongruent,466.1507649607476
35,incongruent,487.6288295350398
35,congruent,510.7467978977602
14,congruent,496.8058616563158
38,congruent,513.3165038196007
26,incongruent,437.60847616856546
4,congruent,430.4341268437421
47,congruent,420.9916422770375
49,incongruent,507.1290646199722
43,incongruent,601.3038248695832
24,congruent,322.8490391338105
12,incongruent,598.9856667742572
1,congruent,620.5200322534164
37,incongruent,330.0727326354958
44,congruent,590.242089229291
6,congruent,536.4801315092944
34,incongruent,528.6980521400599
2,congruent,541.3556654808687
39,incongruent,374.1973073376572
2,congruent,479.86511496246163
48,incongruent,400.5672691677629
9,congruent,513.9214967970145
20,incongruent,266.9917367471075
35,congruent,538.9776458498618
42,congruent,542.0367352917942
18,incongruent,532.7507663402745
49,congruent,357.7595378777058
1,incongruent,495.64841092430487
24,congruent,439.20186883043164
49,congruent,492.52212863329527
14,incongruent,379.2502617980082
27,congruent,523.0266841852364
22,congruent,348.6500868430208
20,congruent,608.4058730982731
38,congruent,485.9430088790855
26,incongruent,522.8152117427501
35,incongruent,559.8964078632424
26,incongruent,510.36424303723464
49,congruent,594.7030497017338
24,incongruent,518.6366486934315
40,congruent,627.5315726909416
31,congruent,472.69603235909017
40,incongruent,419.2371778837574
44,incongruent,526.9885687437778
12,congruent,561.50150978433
15,congruent,428.61498979937187
15,congruent,418.95612239127865
24,incongruent,340.47555531146645
25,congruent,568.8054752054799
1,congruent,535.1519079180982
44,incongruent,403.3859018115169
43,congruent,432.409094507936
30,congruent,503.5041865046828
15,congruent,509.89580423666297
41,congruent,611.0957649093782
14,congruent,526.7178869241176
15,incongruent,510.5189141497157
49,congruent,390.4100155353125
46,congruent,452.3415508525478
29,incongruent,590.4993956401106
9,congruent,415.5377142286751
7,incongruent,546.1633691914014
48,congruent,480.7177570545226
14,congruent,484.1133026871077
34,incongruent,406.18064803512675
18,congruent,469.80827525775965
25,incongruent,488.2000200041013
49,congruent,369.995704759744
30,congruent,310.8516466523713
22,congruent,476.28130471155896
21,incongruent,425.22643784763386
12,congruent,477.702125149834
28,incongruent,427.5301924799767
28,incongruent,486.714994214766
5,congruent,437.5451807184302
20,congruent,363.1671485787521
32,incongruent,518.1688908501937
3,congruent,389.8924924571685
48,congruent,576.7369908914652
43,incongruent,487.28286351552117
32,incongruent,616.2965913320452
1,congruent,636.5865989390909
26,congruent,301.47428455587317
45,congruent,391.21023481922265
2,congruent,472.0044629423784
39,incongruent,527.7579821184794
42,congruent,609.688510773872
4,congruent,601.9485696637462
12,congruent,460.20754556321145
36,congruent,465.79183043272775
45,incongruent,452.3689207545157
38,incongruent,416.9458931702131
26,congruent,363.9105326262744
30,congruent,457.92020428269905
26,congruent,518.029885174118
29,incongruent,595.8326477880831
38,congruent,456.63399325569725
3,congruent,478.34446492118263
11,incongruent,589.1400917107276
3,congruent,533.5419882793691
40,congruent,496.7960158055842
36,congruent,407.1112446923612
3,congruent,529.9710697562191
6,incongruent,525.1808054074011
13,congruent,486.3642985207612
12,incongruent,495.58909819617986
26,congruent,374.8119077651353
25,incongruent,438.9849899022622
18,incongruent,689.1349626863324
9,congruent,537.3434172668991
32,congruent,525.6044169352225
39,congruent,578.3323350629571
32,congruent,485.47974179422835
40,incongruent,547.0835513673535
45,incongruent,560.5733178393511
42,incongruent,658.8134992079611
32,congruent,471.8091828164121
3,incongruent,574.1348079773078
17,incongruent,483.36951153594447
21,incongruent,424.5754258975826
35,congruent,531.8588509720772
42,congruent,657.9248124550198
32,congruent,445.61564817209427
18,incongruent,499.19327176824197
39,incongruent,549.0187429312934
35,congruent,523.2225090995815
40,congruent,597.4626005205604
29,congruent,449.72408782801296
32,incongruent,418.5142956774563
18,incongruent,581.9134232336372
20,incongruent,510.2985756228699
14,incongruent,444.43428527252746
13,incongruent,665.0770937577649
32,congruent,501.70545083835094
19,incongruent,565.2414372793917
7,incongruent,498.9086539851166
2,congruent,472.69912008300406
43,incongruent,412.3987363161512
22,incongruent,552.7403681684985
29,incongruent,493.90281934284206
45,incongruent,481.4895021381783
6,congruent,509.86168084584654
46,incongruent,511.8525310815406
35,congruent,496.3965010844406
32,incongruent,496.137598270591
22,congruent,502.59406267048166
35,incongruent,563.5744623154178
10,congruent,518.8467669368287
15,incongruent,362.27278239770965
48,congruent,490.17795228779124
14,incongruent,528.0391002494669
36,incongruent,575.8125890862428
46,congruent,500.31455063247023
30,incongruent,613.2949295451309
15,congruent,380.8536523196136
42,incongruent,458.5230367407688
41,incongruent,539.3288104615558
27,incongruent,357.7148389410114
6,congruent,442.69525787090595
22,incongruent,483.1818557930451
22,incongruent,488.01502528664776
10,congruent,583.0464070372989
20,congruent,547.8973447262827
8,congruent,475.1635265965008
34,congruent,362.00468217006755
22,congruent,451.80756636395427
36,congruent,530.456554395433
23,congruent,513.5768575429997
35,congruent,500.7218041836755
36,incongruent,574.8972905386458
8,incongruent,576.4261456172852
22,incongruent,542.211441354099
37,congruent,644.3081146235952
30,congruent,386.3177728984465
11,congruent,471.38371008957006
41,congruent,388.0091779517819
10,incongruent,575.467434714534
49,congruent,499.5282173507169
35,incongruent,460.05150674411306
16,congruent,498.6522053112134
10,congruent,389.22415410299396
45,congruent,638.9462482193676
26,congruent,587.6953168730021
40,congruent,318.1753243132458
41,incongruent,555.5052414754844
4,congruent,491.84308640496215
34,congruent,511.0005787574766
17,congruent,573.9056150556535
45,incongruent,461.0001250592169
11,incongruent,607.650447639901
2,congruent,433.26977746425797
33,congruent,457.7890433377694
28,congruent,559.5608918236188
28,congruent,563.3497764063347
13,incongruent,367.90589776784253
25,congruent,530.3554091371662
48,congruent,561.179117966061
38,congruent,514.2599332464672
49,congruent,414.87872388481935
17,congruent,538.5362430563292
43,incongruent,348.8532976645357
19,incongruent,481.91565520982516
46,congruent,468.3524448779685
43,congruent,420.4998572809688
9,incongruent,504.74113000063556
48,congruent,480.31127419949354
30,incongruent,583.7904890160308
39,incongruent,378.25077297862254
29,incongruent,538.8111400204715
11,congruent,476.52059177249976
49,incongruent,649.9101351619495
6,incongruent,340.36391482436284
40,congruent,441.3513510139184
11,congruent,471.50468324116156
39,incongruent,390.62775626971256
21,congruent,482.87990231967234
12,congruent,566.8014570812504
12,incongruent,514.5796066275927
16,congruent,549.7631852409103
45,incongruent,473.9834468866998
38,incongruent,473.10687083227265
33,congruent,347.1015777881008
31,congruent,452.0746616888371
21,congruent,538.6160417711935
45,incongruent,491.8010982168283
14,incongruent,638.850559537115
47,congruent,513.6239128293988
19,incongruent,641.7537725514358
17,incongruent,483.24918873083186
24,incongruent,501.15234102379765
37,congruent,500.8993734614209
35,congruent,499.1156908772272
38,incongruent,492.6469895734574
5,congruent,499.65405001739794
8,incongruent,497.6654418229767
42,incongruent,620.1116064016537
49,incongruent,375.0296474641922
7,congruent,382.9727444206269
45,incongruent,574.3854188659741
13,congruent,561.1229394827425
48,incongruent,430.8120525355828
49,incongruent,489.9813942703632
32,congruent,441.87154644566937
10,congruent,389.6115213711611
39,incongruent,527.563944637079
5,incongruent,484.03326094542996
17,incongruent,530.1613942013396
32,incongruent,506.13804817145507
4,incongruent,782.4654482403362
20,congruent,585.9349811893812
40,incongruent,572.3198752801178
5,incongruent,648.7692153314706
18,congruent,502.82674794002395
1,congruent,627.9434261942529
33,congruent,525.796479855065
4,incongruent,511.1922175539873
14,congruent,590.5614629627847
26,incongruent,462.7750373916751
11,incongruent,533.7080774404693
12,congruent,420.3720876182546
41,congruent,656.159724029042
39,congruent,604.8228313249865
4,incongruent,415.5806921217831
43,congruent,392.0330787265548
23,congruent,622.3761924945521
8,incongruent,278.90575694623453
45,congruent,664.6124772369577
17,incongruent,508.84237789682317
16,congruent,503.8468369267477
8,incongruent,477.4949879240397
44,congruent,495.0539170393128
15,incongruent,575.5931248350905
30,incongruent,450.41695691368386
12,congruent,527.605803888216
44,congruent,586.5914109212961
39,incongruent,435.05198399973426
25,congruent,542.0011569771816
17,incongruent,461.99143719029485
33,congruent,620.5496405037104
25,incongruent,420.3029722596034
47,incongruent,605.7570147458003
34,congruent,471.07837323928635
2,incongruent,555.6704046857039
41,incongruent,376.0020524751909
10,incongruent,402.32568418386154
15,congruent,434.5010823255801
22,congruent,378.2766220156375
11,congruent,342.6547874500188
47,congruent,579.7413479765528
48,congruent,559.4084074936715
8,incongruent,337.345354159142
16,incongruent,387.5374686642265
19,incongruent,659.5563752500194
33,congruent,433.1874131548055
30,congruent,521.3892558552741
34,congruent,472.28589366046157
2,congruent,400.6891562952784
26,incongruent,483.194899721259
11,congruent,588.4534094738542
12,congruent,460.25038550612766
38,incongruent,468.95782415216996
7,congruent,632.6842693765172
2,congruent,459.86892390889454
24,congruent,505.6867763137453
37,incongruent,499.7479796285186
26,incongruent,500.22426474331303
8,incongruent,451.85520117118176
38,incongruent,709.7586941590174
19,congruent,561.5818767500938
35,incongruent,651.4004539078228
10,incongruent,402.70242392608856
45,congruent,526.0721371975748
14,incongruent,578.0467788753492
48,incongruent,437.527841533102
19,incongruent,511.59062006616244
36,congruent,525.4264806645682
25,incongruent,570.6018524232645
4,congruent,530.6186538308903
5,congruent,600.7630592801913
20,congruent,561.3988370450863
10,congruent,329.79819180648883
30,incongruent,622.0293351547382
7,incongruent,439.9524874938063
29,incongruent,510.0979375444557
11,congruent,487.5902424364344
9,congruent,492.65154040600254
18,incongruent,497.8395760968557
29,congruent,488.0807437793201
20,congruent,570.027589157591
18,incongruent,419.3651621011868
17,congruent,442.2771499005266
17,incongruent,534.9035519306149
20,incongruent,395.86157335466817
41,congruent,672.8376027922866
29,incongruent,476.1819913485875
21,incongruent,618.0761327028453
37,incongruent,489.59230682052896
26,incongruent,427.2682532539155
47,incongruent,514.6962331303373
28,congruent,542.7656209487502
11,incongruent,472.25892735060586
28,congruent,291.95325832377716
38,incongruent,485.69442716225666
11,congruent,488.71829288389574
10,incongruent,405.3488600348341
30,congruent,616.2283861960962
44,incongruent,510.2974652448151
17,incongruent,585.1691428669847
25,congruent,560.540646139541
33,incongruent,416.7565175400042
33,incongruent,397.94757091731145
8,incongruent,437.1858991770936
20,incongruent,542.4428996876101
49,incongruent,555.9315590811982
44,incongruent,632.9499106239305
38,incongruent,523.1136907962348
2,incongruent,530.1217662829512
21,congruent,431.9369607192784
3,congruent,358.95741232093906
15,congruent,545.0018458952196
43,congruent,376.49807845851626
20,congruent,569.257849051856
9,incongruent,584.9112082765721
36,congruent,537.4482986555673
38,incongruent,474.9206073843881
33,congruent,470.39731427675264
40,incongruent,482.02393620695267
35,congruent,644.4917880655513
32,congruent,552.3540221881699
44,incongruent,556.010499510536
16,incongruent,498.1937169440619
23,congruent,589.9191011581745
28,incongruent,384.6042167481286
33,congruent,430.7218086488646
24,congruent,495.7431335414601
22,congruent,515.5697212303859
9,congruent,539.9243452890477
32,congruent,429.02709711490365
7,incongruent,392.5550772992426
24,incongruent,398.8850659375408
21,congruent,504.8459146056115
39,incongruent,424.268330341564
24,incongruent,393.98276090858246
1,congruent,416.1303362497812
25,congruent,566.3441866241993
11,incongruent,445.45149194311335
19,congruent,657.7459820641233
15,incongruent,639.5007019102364
9,congruent,483.3800750391635
47,congruent,467.9504244193332
13,congruent,557.3780888603538
25,congruent,493.75949828792125
41,incongruent,512.1741951064538
18,incongruent,472.8508946941139
46,incongruent,389.9803433590182
20,incongruent,548.2250107084558
47,congruent,541.2982024382114
23,incongruent,562.5610069722395
1,incongruent,554.5408500486338
43,congruent,419.00760901940924
43,congruent,552.5259611661031
48,congruent,486.7588149295478
7,incongruent,559.2123340729427
42,congruent,442.2135105140168
17,congruent,622.4798410867581
42,congruent,639.8745898229643
48,congruent,447.97222742419785
10,congruent,507.33082236040997
19,incongruent,520.9567135969103
14,incongruent,504.3178561211778
15,incongruent,433.8118202531997
30,congruent,358.4651493095597
21,congruent,515.3852695891848
33,incongruent,447.96980831428493
34,incongruent,527.3871244044817
10,congruent,486.46907990285945
3,incongruent,675.8710060056422
37,congruent,487.87563177358396
9,incongruent,609.0063000603451
10,incongruent,425.14092206189247
30,congruent,570.9363398450209
13,incongruent,513.3881939023038
10,incongruent,489.7360041024871
16,congruent,461.0877677715974
26,congruent,553.4328945132544
42,congruent,574.5453500256206
49,incongruent,510.84957680569994
36,incongruent,541.1432482518935
45,incongruent,576.2014099960365
27,incongruent,690.1936003072456
21,incongruent,659.4944353283064
41,incongruent,452.8544058714075
15,incongruent,533.0905198277386
40,congruent,545.7081886140176
49,congruent,508.2875823833096
20,incongruent,527.7845566072057
32,incongruent,418.71618121538177
39,congruent,276.1252538991487
39,congruent,553.5888589479193
11,congruent,609.3829009663739
48,incongruent,398.2333898129772
25,incongruent,383.09571134624406
3,incongruent,555.7397152476864
6,congruent,452.3643925619336
36,incongruent,408.69195864050994
21,congruent,514.95576275476
6,incongruent,533.6247315962544
26,congruent,592.1056799225009
30,congruent,497.2482848448495
4,incongruent,481.476132372751
18,incongruent,527.0285082980146
23,incongruent,568.0303657088249
39,incongruent,477.8217831458179
32,incongruent,578.4702361270689
5,congruent,432.1115046657711
31,incongruent,310.1473671602024
45,incongruent,493.9363912246294
3,congruent,471.5427673863782
49,incongruent,461.3664794252439
5,congruent,619.5774546712236
31,congruent,567.1614173035766
18,incongruent,365.25336342529226
36,incongruent,464.9705746954373
42,congruent,532.6609206168083
42,congruent,447.1588470538478
43,congruent,310.39067654755536
40,congruent,490.7975430153803
16,congruent,610.5259285928538
23,congruent,570.7710961942305
36,congruent,459.20641324031243
9,congruent,563.7834218486762
29,congruent,575.7961541724087
26,incongruent,574.4131772368878
49,incongruent,604.3682978705306
3,congruent,415.9120145669617
5,congruent,465.4058797561536
2,incongruent,498.8346667215309
27,congruent,428.39654397606483
27,congruent,438.99900719688515
30,incongruent,564.7640276107979
12,congruent,632.9267818968679
16,incongruent,449.90611273468375
21,incongruent,488.9726224701627
3,incongruent,528.0121101001423
37,incongruent,489.77096344898314
3,congruent,525.7673274281148
33,congruent,509.23211650341585
23,congruent,484.38912230386796
49,incongruent,386.97320691957
34,congruent,540.8020189565023
24,congruent,528.5130530349238
35,incongruent,625.5064579436344
6,congruent,533.1175176566397
9,congruent,570.9293073196727
25,incongruent,338.48621204006946
43,congruent,524.0238225746219
41,incongruent,342.9014290470185
19,incongruent,526.315436761866
14,incongruent,479.32556105530637
48,congruent,531.0346280953697
28,incongruent,551.7752474261749
6,congruent,523.932778793029
12,incongruent,418.2792570088961
41,congruent,487.12784126107744
45,incongruent,430.59785159060345
45,incongruent,549.2123562502584
1,incongruent,564.317045205744
41,congruent,550.2098078109486
6,incongruent,545.3057661170574
40,congruent,506.8376541432055
44,congruent,460.8036047738176
18,congruent,443.0831697578506
10,congruent,377.68003177421417
35,congruent,454.81356785825665
4,congruent,463.5116398457771
29,congruent,452.0909310087351
17,incongruent,564.4303011349378
21,incongruent,528.9309713758765
41,congruent,509.562853433502
49,incongruent,531.6957784487637
20,congruent,539.3854337848131
15,congruent,579.15346398014
41,incongruent,426.47815670684133
21,incongruent,346.9267909105197
10,incongruent,559.03497938053
45,congruent,443.33813690163
49,incongruent,495.6428810876417
15,incongruent,689.7483226681326
8,congruent,713.2984466212322
8,congruent,542.8477441271474
30,incongruent,589.1774468378053
16,congruent,592.1467891090881
31,incongruent,397.42809671737444
38,congruent,512.3957666969537
1,congruent,558.1690157990336
43,incongruent,546.1472859221333
2,congruent,527.1669469328954
6,incongruent,624.0580668405523
36,congruent,560.6989281877466
31,incongruent,314.36593578263614
48,congruent,540.3099292460754
28,incongruent,449.9704531781283
21,congruent,454.219528773015
33,incongruent,656.6803344153541
38,congruent,452.0618211469871
33,congruent,479.9631082615177
19,incongruent,349.485688368527
48,congruent,470.1578599180375
15,incongruent,450.821544421117
17,congruent,670.8172045060797
14,incongruent,658.9813675260875
15,congruent,435.5371968586576
11,incongruent,626.6589612824
29,congruent,507.7862920701386
36,congruent,432.61995715354357
22,incongruent,478.68056398828463
46,incongruent,437.2231456482591
24,incongruent,404.77055620430025
23,congruent,492.6799303654589
4,congruent,504.5880474622299
45,congruent,475.5741588000112
8,incongruent,604.6514442032426
9,congruent,446.86903286387394
46,congruent,511.0891960479804
26,congruent,629.6687715494174
4,incongruent,503.23449198931326
22,incongruent,462.84948888572336
29,incongruent,679.6646997083064
1,congruent,569.5254707395352
37,incongruent,402.831886406138
33,congruent,468.3898185590157
1,incongruent,544.9450695471519
31,congruent,410.0055159220602
11,congruent,573.0895132755251
36,incongruent,528.8684396634532
19,incongruent,567.6699025749494
10,congruent,475.15668475091366
25,congruent,451.08354766887777
22,congruent,468.4015765663971
17,incongruent,467.92619247778754
